,subject,word,wav,duration
173,af130f12,two,../data/two/af130f12_nohash_0.wav,1.0
174,c22d3f18,two,../data/two/c22d3f18_nohash_2.wav,1.0
175,70a00e98,two,../data/two/70a00e98_nohash_4.wav,1.0
176,8a56f36e,two,../data/two/8a56f36e_nohash_0.wav,1.0
177,5f814c23,two,../data/two/5f814c23_nohash_0.wav,1.0
178,c33682f0,two,../data/two/c33682f0_nohash_0.wav,1.0
179,763188c4,two,../data/two/763188c4_nohash_4.wav,1.0
180,73cccfaf,two,../data/two/73cccfaf_nohash_0.wav,1.0
181,cb2929ce,two,../data/two/cb2929ce_nohash_6.wav,1.0
182,18a8f03f,two,../data/two/18a8f03f_nohash_0.wav,1.0
183,92037d73,two,../data/two/92037d73_nohash_0.wav,1.0
184,772db621,two,../data/two/772db621_nohash_1.wav,0.7895
185,ec5ab5d5,two,../data/two/ec5ab5d5_nohash_3.wav,1.0
186,d8ee4734,two,../data/two/d8ee4734_nohash_0.wav,1.0
187,f19c1390,two,../data/two/f19c1390_nohash_1.wav,1.0
188,333784b7,two,../data/two/333784b7_nohash_3.wav,1.0
189,726382d6,two,../data/two/726382d6_nohash_2.wav,1.0
190,093f65a1,two,../data/two/093f65a1_nohash_0.wav,1.0
191,5c39594f,two,../data/two/5c39594f_nohash_2.wav,1.0
192,a40c62f1,two,../data/two/a40c62f1_nohash_0.wav,0.510875
193,b26343e9,two,../data/two/b26343e9_nohash_0.wav,0.9386875
194,4f2be90f,two,../data/two/4f2be90f_nohash_0.wav,1.0
195,c5c60d8d,two,../data/two/c5c60d8d_nohash_4.wav,1.0
196,7c1d8533,two,../data/two/7c1d8533_nohash_0.wav,1.0
197,67fcdb05,two,../data/two/67fcdb05_nohash_2.wav,1.0
198,3209ec42,two,../data/two/3209ec42_nohash_0.wav,1.0
199,7192fddc,two,../data/two/7192fddc_nohash_3.wav,0.9386875
200,4f256313,two,../data/two/4f256313_nohash_1.wav,0.97525
201,02e85b60,two,../data/two/02e85b60_nohash_1.wav,1.0
202,86478fab,two,../data/two/86478fab_nohash_0.wav,1.0
203,71aa5b54,two,../data/two/71aa5b54_nohash_1.wav,1.0
204,8e05039f,two,../data/two/8e05039f_nohash_1.wav,1.0
205,97f493b9,two,../data/two/97f493b9_nohash_0.wav,0.853375
206,6f689791,two,../data/two/6f689791_nohash_0.wav,1.0
207,023a61ad,two,../data/two/023a61ad_nohash_0.wav,1.0
208,e6db3894,two,../data/two/e6db3894_nohash_1.wav,1.0
209,8281a2a8,two,../data/two/8281a2a8_nohash_0.wav,1.0
210,840eab5a,two,../data/two/840eab5a_nohash_0.wav,1.0
211,0f250098,two,../data/two/0f250098_nohash_0.wav,1.0
212,70a00e98,two,../data/two/70a00e98_nohash_1.wav,1.0
213,c634a189,two,../data/two/c634a189_nohash_2.wav,1.0
214,6c429c7b,two,../data/two/6c429c7b_nohash_3.wav,1.0
215,4fe01997,two,../data/two/4fe01997_nohash_0.wav,1.0
216,fce96bac,two,../data/two/fce96bac_nohash_0.wav,1.0
217,7ea032f3,two,../data/two/7ea032f3_nohash_3.wav,1.0
218,c3538de1,two,../data/two/c3538de1_nohash_1.wav,1.0
219,0c2ca723,two,../data/two/0c2ca723_nohash_0.wav,1.0
220,51055bda,two,../data/two/51055bda_nohash_4.wav,1.0
221,50a8ef27,two,../data/two/50a8ef27_nohash_0.wav,1.0
222,a74f3917,two,../data/two/a74f3917_nohash_0.wav,1.0
223,c24d96eb,two,../data/two/c24d96eb_nohash_1.wav,1.0
224,364f979f,two,../data/two/364f979f_nohash_0.wav,1.0
225,6094340e,two,../data/two/6094340e_nohash_0.wav,1.0
226,06076b6b,two,../data/two/06076b6b_nohash_0.wav,1.0
227,2d92f18b,two,../data/two/2d92f18b_nohash_0.wav,0.981375
228,a4ca3afe,two,../data/two/a4ca3afe_nohash_0.wav,1.0
229,bcdaa7a9,two,../data/two/bcdaa7a9_nohash_0.wav,1.0
230,105a0eea,two,../data/two/105a0eea_nohash_2.wav,1.0
231,789e4ee7,two,../data/two/789e4ee7_nohash_0.wav,1.0
232,3389305e,two,../data/two/3389305e_nohash_1.wav,1.0
233,e20be42a,two,../data/two/e20be42a_nohash_0.wav,1.0
234,83c9e7e6,two,../data/two/83c9e7e6_nohash_0.wav,1.0
235,5a9f7324,two,../data/two/5a9f7324_nohash_0.wav,1.0
236,da584bc0,two,../data/two/da584bc0_nohash_4.wav,1.0
237,1b4c9b89,two,../data/two/1b4c9b89_nohash_1.wav,1.0
238,471a0925,two,../data/two/471a0925_nohash_3.wav,1.0
239,24ad3ebe,two,../data/two/24ad3ebe_nohash_0.wav,1.0
240,530306f5,two,../data/two/530306f5_nohash_0.wav,1.0
241,627c0bec,two,../data/two/627c0bec_nohash_0.wav,1.0
242,56eb74ae,two,../data/two/56eb74ae_nohash_0.wav,1.0
243,d486fb84,two,../data/two/d486fb84_nohash_1.wav,1.0
244,f00180d0,two,../data/two/f00180d0_nohash_1.wav,1.0
245,b575b5fb,two,../data/two/b575b5fb_nohash_0.wav,0.981375
246,59b98a22,two,../data/two/59b98a22_nohash_0.wav,0.725375
247,9b402bc2,two,../data/two/9b402bc2_nohash_0.wav,1.0
248,2313e093,two,../data/two/2313e093_nohash_0.wav,0.725375
249,3cfc6b3a,two,../data/two/3cfc6b3a_nohash_0.wav,0.768
250,0ac15fe9,two,../data/two/0ac15fe9_nohash_0.wav,1.0
251,2510c044,two,../data/two/2510c044_nohash_0.wav,1.0
252,46a153d8,two,../data/two/46a153d8_nohash_2.wav,1.0
253,52bfbce8,two,../data/two/52bfbce8_nohash_0.wav,0.725375
254,1365dd89,two,../data/two/1365dd89_nohash_0.wav,1.0
255,f5733968,two,../data/two/f5733968_nohash_2.wav,1.0
256,611d2b50,two,../data/two/611d2b50_nohash_4.wav,1.0
257,a827e3a1,two,../data/two/a827e3a1_nohash_1.wav,1.0
258,bdee441c,two,../data/two/bdee441c_nohash_0.wav,1.0
259,15d83b54,two,../data/two/15d83b54_nohash_0.wav,1.0
260,9d7036f9,two,../data/two/9d7036f9_nohash_0.wav,1.0
261,43f57297,two,../data/two/43f57297_nohash_0.wav,1.0
262,f216055e,two,../data/two/f216055e_nohash_0.wav,1.0
263,5a0bc987,two,../data/two/5a0bc987_nohash_0.wav,1.0
264,fe291fa9,two,../data/two/fe291fa9_nohash_0.wav,1.0
265,1626bc5a,two,../data/two/1626bc5a_nohash_1.wav,1.0
266,39a12648,two,../data/two/39a12648_nohash_2.wav,1.0
267,2d056836,two,../data/two/2d056836_nohash_0.wav,1.0
268,f4f59743,two,../data/two/f4f59743_nohash_0.wav,1.0
269,10ace7eb,two,../data/two/10ace7eb_nohash_4.wav,1.0
270,1338a799,two,../data/two/1338a799_nohash_2.wav,1.0
271,c6a23ff5,two,../data/two/c6a23ff5_nohash_0.wav,1.0
272,e99d36c8,two,../data/two/e99d36c8_nohash_1.wav,1.0
273,cd3331a6,two,../data/two/cd3331a6_nohash_1.wav,0.725375
274,ad6a46f1,two,../data/two/ad6a46f1_nohash_0.wav,1.0
275,11379f4d,two,../data/two/11379f4d_nohash_0.wav,1.0
276,6af4aa07,two,../data/two/6af4aa07_nohash_0.wav,1.0
277,364f979f,two,../data/two/364f979f_nohash_1.wav,1.0
278,72aa7259,two,../data/two/72aa7259_nohash_0.wav,1.0
279,5184ed3e,two,../data/two/5184ed3e_nohash_1.wav,1.0
280,28612180,two,../data/two/28612180_nohash_3.wav,1.0
281,d9462202,two,../data/two/d9462202_nohash_2.wav,1.0
282,3402e488,two,../data/two/3402e488_nohash_2.wav,1.0
283,a1cff772,two,../data/two/a1cff772_nohash_1.wav,1.0
284,ab7b5acd,two,../data/two/ab7b5acd_nohash_1.wav,1.0
285,f810e799,two,../data/two/f810e799_nohash_1.wav,1.0
286,c948d727,two,../data/two/c948d727_nohash_0.wav,1.0
287,324210dd,two,../data/two/324210dd_nohash_4.wav,1.0
288,9ff2d2f4,two,../data/two/9ff2d2f4_nohash_4.wav,1.0
289,f6af2457,two,../data/two/f6af2457_nohash_0.wav,1.0
290,c4500713,two,../data/two/c4500713_nohash_0.wav,1.0
291,37a3cd33,two,../data/two/37a3cd33_nohash_0.wav,1.0
292,1706c35f,two,../data/two/1706c35f_nohash_1.wav,1.0
293,7ab5b8f7,two,../data/two/7ab5b8f7_nohash_1.wav,1.0
294,8f4c551f,two,../data/two/8f4c551f_nohash_0.wav,1.0
295,56eb74ae,two,../data/two/56eb74ae_nohash_3.wav,1.0
296,cd7f8c1b,two,../data/two/cd7f8c1b_nohash_1.wav,1.0
297,637c702a,two,../data/two/637c702a_nohash_1.wav,0.7895
298,0ff728b5,two,../data/two/0ff728b5_nohash_2.wav,1.0
299,4249c833,two,../data/two/4249c833_nohash_1.wav,1.0
300,32561e9e,two,../data/two/32561e9e_nohash_0.wav,1.0
301,41777abb,two,../data/two/41777abb_nohash_2.wav,1.0
302,4def68db,two,../data/two/4def68db_nohash_0.wav,1.0
303,e9901cf0,two,../data/two/e9901cf0_nohash_0.wav,1.0
304,b2e2773a,two,../data/two/b2e2773a_nohash_1.wav,1.0
305,eb609143,two,../data/two/eb609143_nohash_0.wav,1.0
306,cb2929ce,two,../data/two/cb2929ce_nohash_3.wav,1.0
307,2296b1af,two,../data/two/2296b1af_nohash_0.wav,0.7430625
308,51055bda,two,../data/two/51055bda_nohash_1.wav,1.0
309,48bdc11c,two,../data/two/48bdc11c_nohash_0.wav,1.0
310,fbdc07bb,two,../data/two/fbdc07bb_nohash_1.wav,1.0
311,ec201020,two,../data/two/ec201020_nohash_1.wav,1.0
312,fce65496,two,../data/two/fce65496_nohash_1.wav,1.0
313,36050ef3,two,../data/two/36050ef3_nohash_2.wav,1.0
314,7ab5b8f7,two,../data/two/7ab5b8f7_nohash_0.wav,1.0
315,21e8c417,two,../data/two/21e8c417_nohash_1.wav,1.0
316,7cf14c54,two,../data/two/7cf14c54_nohash_3.wav,1.0
317,88120683,two,../data/two/88120683_nohash_0.wav,1.0
318,f5733968,two,../data/two/f5733968_nohash_0.wav,1.0
319,28612180,two,../data/two/28612180_nohash_0.wav,1.0
320,49f30eed,two,../data/two/49f30eed_nohash_0.wav,1.0
321,fa7895de,two,../data/two/fa7895de_nohash_1.wav,1.0
322,9a69672b,two,../data/two/9a69672b_nohash_2.wav,1.0
323,80b8eab4,two,../data/two/80b8eab4_nohash_1.wav,1.0
324,c1e0e8e3,two,../data/two/c1e0e8e3_nohash_0.wav,1.0
325,34ba417a,two,../data/two/34ba417a_nohash_0.wav,1.0
326,2bdbe5f7,two,../data/two/2bdbe5f7_nohash_3.wav,1.0
327,dce5041a,two,../data/two/dce5041a_nohash_0.wav,1.0
328,bfdb9801,two,../data/two/bfdb9801_nohash_1.wav,0.981375
329,834f03fe,two,../data/two/834f03fe_nohash_0.wav,1.0
330,3d53244b,two,../data/two/3d53244b_nohash_2.wav,1.0
331,ad9de4dd,two,../data/two/ad9de4dd_nohash_0.wav,1.0
332,363c6bad,two,../data/two/363c6bad_nohash_0.wav,1.0
333,c53b335a,two,../data/two/c53b335a_nohash_2.wav,1.0
334,da5dadb9,two,../data/two/da5dadb9_nohash_0.wav,0.882375
335,1f653d27,two,../data/two/1f653d27_nohash_0.wav,0.981375
336,53578f4e,two,../data/two/53578f4e_nohash_1.wav,1.0
337,f92e49f3,two,../data/two/f92e49f3_nohash_3.wav,1.0
338,89ed36ab,two,../data/two/89ed36ab_nohash_1.wav,0.896
339,c5c60d8d,two,../data/two/c5c60d8d_nohash_3.wav,1.0
340,24befdb3,two,../data/two/24befdb3_nohash_0.wav,1.0
341,311fde72,two,../data/two/311fde72_nohash_0.wav,1.0
342,8281a2a8,two,../data/two/8281a2a8_nohash_3.wav,1.0
343,20174140,two,../data/two/20174140_nohash_0.wav,1.0
344,6a2fb9a5,two,../data/two/6a2fb9a5_nohash_0.wav,1.0
345,5f814c23,two,../data/two/5f814c23_nohash_1.wav,1.0
346,28ce0c58,two,../data/two/28ce0c58_nohash_2.wav,1.0
347,789e4ee7,two,../data/two/789e4ee7_nohash_2.wav,1.0
348,8012c69d,two,../data/two/8012c69d_nohash_0.wav,1.0
349,dea820ce,two,../data/two/dea820ce_nohash_3.wav,1.0
350,c0fb6812,two,../data/two/c0fb6812_nohash_0.wav,0.8106875
351,1a6eca98,two,../data/two/1a6eca98_nohash_0.wav,1.0
352,fb7cfe0e,two,../data/two/fb7cfe0e_nohash_0.wav,1.0
353,462e1919,two,../data/two/462e1919_nohash_0.wav,1.0
354,5f8e50a0,two,../data/two/5f8e50a0_nohash_0.wav,1.0
355,d7ca14ef,two,../data/two/d7ca14ef_nohash_1.wav,1.0
356,520e8c0e,two,../data/two/520e8c0e_nohash_1.wav,1.0
357,c6ee87a7,two,../data/two/c6ee87a7_nohash_3.wav,1.0
358,b3327675,two,../data/two/b3327675_nohash_0.wav,1.0
359,cd7f8c1b,two,../data/two/cd7f8c1b_nohash_3.wav,1.0
360,9c06a3f3,two,../data/two/9c06a3f3_nohash_0.wav,1.0
361,a1cff772,two,../data/two/a1cff772_nohash_0.wav,1.0
362,dce05676,two,../data/two/dce05676_nohash_0.wav,1.0
363,18c54a68,two,../data/two/18c54a68_nohash_0.wav,1.0
364,311fde72,two,../data/two/311fde72_nohash_2.wav,1.0
365,28ed6bc9,two,../data/two/28ed6bc9_nohash_3.wav,1.0
366,f8f60f59,two,../data/two/f8f60f59_nohash_3.wav,1.0
367,a4ca3afe,two,../data/two/a4ca3afe_nohash_2.wav,1.0
368,1daa5ada,two,../data/two/1daa5ada_nohash_2.wav,0.882375
369,80b8eab4,two,../data/two/80b8eab4_nohash_0.wav,1.0
370,fb9d6d23,two,../data/two/fb9d6d23_nohash_1.wav,1.0
371,7c9b43f0,two,../data/two/7c9b43f0_nohash_0.wav,1.0
372,e91d173e,two,../data/two/e91d173e_nohash_1.wav,0.8359375
373,e7d0eb3f,two,../data/two/e7d0eb3f_nohash_0.wav,1.0
374,8eb4a1bf,two,../data/two/8eb4a1bf_nohash_1.wav,1.0
375,e7ea8b76,two,../data/two/e7ea8b76_nohash_4.wav,1.0
376,80c17118,two,../data/two/80c17118_nohash_0.wav,1.0
377,8a0457c9,two,../data/two/8a0457c9_nohash_0.wav,1.0
378,8601f33b,two,../data/two/8601f33b_nohash_0.wav,0.64
379,c6ee87a7,two,../data/two/c6ee87a7_nohash_4.wav,1.0
380,a2473d62,two,../data/two/a2473d62_nohash_0.wav,0.8359375
381,fa446c16,two,../data/two/fa446c16_nohash_1.wav,0.853375
382,e2286c18,two,../data/two/e2286c18_nohash_0.wav,1.0
383,0b56bcfe,two,../data/two/0b56bcfe_nohash_1.wav,1.0
384,49af4432,two,../data/two/49af4432_nohash_0.wav,1.0
385,3ca784ec,two,../data/two/3ca784ec_nohash_2.wav,1.0
386,a50a98d2,two,../data/two/a50a98d2_nohash_0.wav,1.0
387,ad63d93c,two,../data/two/ad63d93c_nohash_3.wav,1.0
388,6c0f6493,two,../data/two/6c0f6493_nohash_1.wav,1.0
389,19e98e89,two,../data/two/19e98e89_nohash_2.wav,1.0
390,ec5ab5d5,two,../data/two/ec5ab5d5_nohash_0.wav,1.0
391,24c9f572,two,../data/two/24c9f572_nohash_0.wav,1.0
392,9dc1889e,two,../data/two/9dc1889e_nohash_0.wav,0.8106875
393,bfbd0e6b,two,../data/two/bfbd0e6b_nohash_0.wav,1.0
394,9d050657,two,../data/two/9d050657_nohash_0.wav,1.0
395,99081f4d,two,../data/two/99081f4d_nohash_1.wav,1.0
396,93ec8b84,two,../data/two/93ec8b84_nohash_0.wav,1.0
397,2bfe70ef,two,../data/two/2bfe70ef_nohash_0.wav,1.0
398,24befdb3,two,../data/two/24befdb3_nohash_4.wav,1.0
399,9d7036f9,two,../data/two/9d7036f9_nohash_3.wav,1.0
